Operación nº,Tipo,Fecha y hora,Señal,Precio USD,Tamaño de la posición (cant.),Tamaño de la posición (valor),PyG netas USD,PyG netas %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %
1,Salida en corto,2012-06-22 20:45,Exit,1570.92,52,81189.16,-498.68,-0.61,166.4,0.20,-498.68,-0.61,-498.68,-0.50
1,Entrada en corto,2012-06-22 15:45,Short,1561.33,52,81189.16,-498.68,-0.61,166.4,0.20,-498.68,-0.61,-498.68,-0.50
2,Salida en largo,2012-07-23 07:00,Exit,1574.59,43.4,68838.91,-501.7,-0.73,18.66,0.03,-501.7,-0.73,-1000.38,-1.00
2,Entrada en largo,2012-07-20 19:15,Long,1586.15,43.4,68838.91,-501.7,-0.73,18.66,0.03,-501.7,-0.73,-1000.38,-1.00
3,Salida en largo,2012-08-31 16:00,Exit,1677.27,46.6,76666.32,1494.46,1.95,1494.46,1.95,-53.12,-0.07,494.08,0.49
3,Entrada en largo,2012-08-22 19:15,Long,1645.2,46.6,76666.32,1494.46,1.95,1494.46,1.95,-53.12,-0.07,494.08,0.49
4,Salida en largo,2012-09-05 09:30,Exit,1688.14,55.6,94363.764,-503.18,-0.53,63.38,0.07,-503.18,-0.53,-9.1,-0.01
4,Entrada en largo,2012-09-04 15:15,Long,1697.19,55.6,94363.764,-503.18,-0.53,63.38,0.07,-503.18,-0.53,-9.1,-0.01
5,Salida en largo,2012-10-15 00:00,Exit,1745.22,40.1,70875.547,-892.22,-1.26,477.59,0.67,-892.22,-1.26,-901.33,-0.90
5,Entrada en largo,2012-09-18 14:45,Long,1767.47,40.1,70875.547,-892.22,-1.26,477.59,0.67,-892.22,-1.26,-901.33,-0.90
6,Salida en largo,2012-11-15 15:30,Exit,1712.74,46.2,79619.694,-491.11,-0.62,710.56,0.89,-491.11,-0.62,-1392.43,-1.39
6,Entrada en largo,2012-11-08 17:30,Long,1723.37,46.2,79619.694,-491.11,-0.62,710.56,0.89,-491.11,-0.62,-1392.43,-1.39
7,Salida en corto,2012-12-18 02:15,Exit,1699.82,55.5,93843.84,-496.17,-0.53,239.76,0.26,-496.17,-0.53,-1888.6,-1.89
7,Entrada en corto,2012-12-17 02:00,Short,1690.88,55.5,93843.84,-496.17,-0.53,239.76,0.26,-496.17,-0.53,-1888.6,-1.89
8,Salida en corto,2013-04-17 15:00,Exit,1393.49,18.4,25140.288,-499.93,-1.99,71.21,0.28,-499.93,-1.99,-2388.53,-2.39
8,Entrada en corto,2013-04-16 20:00,Short,1366.32,18.4,25140.288,-499.93,-1.99,71.21,0.28,-499.93,-1.99,-2388.53,-2.39
9,Salida en corto,2013-04-24 13:45,Exit,1432.75,28.5,40340.325,-493.05,-1.22,302.39,0.75,-493.05,-1.22,-2881.58,-2.88
9,Entrada en corto,2013-04-23 07:30,Short,1415.45,28.5,40340.325,-493.05,-1.22,302.39,0.75,-493.05,-1.22,-2881.58,-2.88
10,Salida en largo,2013-05-01 14:30,Exit,1449.18,34,49773.28,-501.16,-1.01,553.18,1.11,-501.16,-1.01,-3382.74,-3.38
10,Entrada en largo,2013-04-29 00:15,Long,1463.92,34,49773.28,-501.16,-1.01,553.18,1.11,-501.16,-1.01,-3382.74,-3.38
11,Salida en largo,2013-05-07 02:15,Exit,1462.49,40.4,59586.364,-501.77,-0.84,159.58,0.27,-501.77,-0.84,-3884.51,-3.88
11,Entrada en largo,2013-05-06 01:45,Long,1474.91,40.4,59586.364,-501.77,-0.84,159.58,0.27,-501.77,-0.84,-3884.51,-3.88
12,Salida en corto,2013-05-14 01:30,Exit,1439.07,47.1,67281.408,-498.79,-0.74,74.42,0.11,-498.79,-0.74,-4383.3,-4.38
12,Entrada en corto,2013-05-13 10:45,Short,1428.48,47.1,67281.408,-498.79,-0.74,74.42,0.11,-498.79,-0.74,-4383.3,-4.38
13,Salida en corto,2013-05-15 15:30,Exit,1400.04,66.9,95159.229,1496.55,1.57,1496.55,1.57,-157.88,-0.17,-2886.74,-2.89
13,Entrada en corto,2013-05-15 07:00,Short,1422.41,66.9,95159.229,1496.55,1.57,1496.55,1.57,-157.88,-0.17,-2886.74,-2.89
14,Salida en corto,2013-05-17 20:30,Exit,1358.12,57.4,79458.246,1502.16,1.89,1502.16,1.89,-241.08,-0.30,-1384.59,-1.38
14,Entrada en corto,2013-05-17 02:30,Short,1384.29,57.4,79458.246,1502.16,1.89,1502.16,1.89,-241.08,-0.30,-1384.59,-1.38
15,Salida en largo,2013-05-22 15:30,Exit,1387.37,41.8,57991.648,0.42,0.00,1132.36,1.95,-224.88,-0.39,-1384.17,-1.38
15,Entrada en largo,2013-05-22 08:00,Long,1387.36,41.8,57991.648,0.42,0.00,1132.36,1.95,-224.88,-0.39,-1384.17,-1.38
16,Salida en largo,2013-05-31 02:15,Exit,1420.14,31.5,43244.775,1489.64,3.44,1489.64,3.44,-83.47,-0.19,105.47,0.11
16,Entrada en largo,2013-05-23 05:45,Long,1372.85,31.5,43244.775,1489.64,3.44,1489.64,3.44,-83.47,-0.19,105.47,0.11
17,Salida en corto,2013-06-07 14:15,Exit,1383.44,65.9,92668.58,1499.88,1.62,1499.88,1.62,-39.54,-0.04,1605.35,1.61
17,Entrada en corto,2013-06-07 13:45,Short,1406.2,65.9,92668.58,1499.88,1.62,1499.88,1.62,-39.54,-0.04,1605.35,1.61
18,Salida en corto,2013-06-12 15:45,Exit,1386.84,55.1,75912.923,-501.96,-0.66,646.32,0.85,-501.96,-0.66,1103.39,1.10
18,Entrada en corto,2013-06-11 08:15,Short,1377.73,55.1,75912.923,-501.96,-0.66,646.32,0.85,-501.96,-0.66,1103.39,1.10
19,Salida en corto,2013-06-13 20:30,Exit,1387.15,64.2,89066.586,11.56,0.01,823.69,0.92,-64.2,-0.07,1114.95,1.11
19,Entrada en corto,2013-06-13 08:30,Short,1387.33,64.2,89066.586,11.56,0.01,823.69,0.92,-64.2,-0.07,1114.95,1.11
20,Salida en corto,2013-06-21 18:00,Exit,1298.5,53.1,68453.334,-497.02,-0.73,73.28,0.11,-497.02,-0.73,617.93,0.62
20,Entrada en corto,2013-06-21 13:45,Short,1289.14,53.1,68453.334,-497.02,-0.73,73.28,0.11,-497.02,-0.73,617.93,0.62
21,Salida en corto,2013-06-26 02:15,Exit,1258.03,45.9,59243.589,1500.01,2.53,1500.01,2.53,-124.39,-0.21,2117.94,2.12
21,Entrada en corto,2013-06-24 03:15,Short,1290.71,45.9,59243.589,1500.01,2.53,1500.01,2.53,-124.39,-0.21,2117.94,2.12
22,Salida en largo,2013-07-02 12:45,Exit,1256.56,74.4,93477.648,10.42,0.01,817.66,0.87,-264.86,-0.28,2128.36,2.13
22,Entrada en largo,2013-07-02 01:30,Long,1256.42,74.4,93477.648,10.42,0.01,817.66,0.87,-264.86,-0.28,2128.36,2.13
23,Salida en largo,2013-07-04 09:15,Exit,1247.3,54.9,68976.909,-500.14,-0.73,80.15,0.12,-500.14,-0.73,1628.22,1.63
23,Entrada en largo,2013-07-04 00:15,Long,1256.41,54.9,68976.909,-500.14,-0.73,80.15,0.12,-500.14,-0.73,1628.22,1.63
24,Salida en corto,2013-08-07 16:15,Exit,1287.3,52.4,67456.092,1.57,0.00,756.66,1.12,-230.04,-0.34,1629.79,1.63
24,Entrada en corto,2013-08-06 13:15,Short,1287.33,52.4,67456.092,1.57,0.00,756.66,1.12,-230.04,-0.34,1629.79,1.63
25,Salida en largo,2013-08-12 14:00,Exit,1338.37,60,78801,1501.2,1.91,1501.2,1.91,-360,-0.46,3130.99,3.13
25,Entrada en largo,2013-08-09 11:15,Long,1313.35,60,78801,1501.2,1.91,1501.2,1.91,-360,-0.46,3130.99,3.13
26,Salida en largo,2013-08-13 11:15,Exit,1330.44,74.5,99624.38,-506.6,-0.51,312.15,0.31,-506.6,-0.51,2624.39,2.62
26,Entrada en largo,2013-08-13 07:45,Long,1337.24,74.5,99624.38,-506.6,-0.51,312.15,0.31,-506.6,-0.51,2624.39,2.62
27,Salida en largo,2013-08-15 13:30,Exit,1325.74,72.1,95584.412,1.44,0.00,1492.47,1.56,-473.7,-0.50,2625.83,2.63
27,Entrada en largo,2013-08-14 10:15,Long,1325.72,72.1,95584.412,1.44,0.00,1492.47,1.56,-473.7,-0.50,2625.83,2.63
28,Salida en largo,2013-08-27 13:00,Exit,1417.55,34.2,46982.25,1497.96,3.19,1497.96,3.19,-307.46,-0.65,4123.79,4.12
28,Entrada en largo,2013-08-22 09:15,Long,1373.75,34.2,46982.25,1497.96,3.19,1497.96,3.19,-307.46,-0.65,4123.79,4.12
29,Salida en corto,2013-09-03 14:15,Exit,1403.08,24.2,33456.258,-498.28,-1.49,86.15,0.26,-498.28,-1.49,3625.51,3.63
29,Entrada en corto,2013-09-02 00:15,Short,1382.49,24.2,33456.258,-498.28,-1.49,86.15,0.26,-498.28,-1.49,3625.51,3.63
30,Salida en corto,2013-09-11 03:30,Exit,1366.59,58.7,79717.535,-501.3,-0.63,22.89,0.03,-501.3,-0.63,3124.22,3.12
30,Entrada en corto,2013-09-11 02:30,Short,1358.05,58.7,79717.535,-501.3,-0.63,22.89,0.03,-501.3,-0.63,3124.22,3.12
31,Salida en corto,2013-09-12 09:45,Exit,1338.7,68.2,92798.376,1499.04,1.62,1499.04,1.62,-359.41,-0.39,4623.25,4.62
31,Entrada en corto,2013-09-11 11:45,Short,1360.68,68.2,92798.376,1499.04,1.62,1499.04,1.62,-359.41,-0.39,4623.25,4.62
32,Salida en corto,2013-09-18 18:45,Exit,1312.57,38.5,50530.48,-3.46,-0.01,795.03,1.57,-435.43,-0.86,4619.79,4.62
32,Entrada en corto,2013-09-16 19:45,Short,1312.48,38.5,50530.48,-3.46,-0.01,795.03,1.57,-435.43,-0.86,4619.79,4.62
33,Salida en corto,2013-09-30 15:45,Exit,1336.51,74.1,99036.132,0.74,0.00,1021.1,1.03,-102.26,-0.10,4620.53,4.62
33,Entrada en corto,2013-09-30 10:30,Short,1336.52,74.1,99036.132,0.74,0.00,1021.1,1.03,-102.26,-0.10,4620.53,4.62
34,Salida en corto,2013-10-01 02:30,Margin call,1330.22,1,1325.78,-4.44,-0.33,0.26,0.02,-4.44,-0.33,4616.09,4.62
34,Entrada en corto,2013-10-01 01:45,Short,1325.78,1,1325.78,-4.44,-0.33,0.26,0.02,-4.44,-0.33,4616.09,4.62
35,Salida en corto,2013-10-01 07:15,Exit,1332.11,77.4,102615.372,-489.94,-0.48,20.12,0.02,-489.94,-0.48,4126.15,4.13
35,Entrada en corto,2013-10-01 01:45,Short,1325.78,77.4,102615.372,-489.94,-0.48,20.12,0.02,-489.94,-0.48,4126.15,4.13
36,Salida en corto,2013-10-03 15:00,Exit,1316.39,66.3,86779.407,-497.25,-0.57,486.64,0.56,-497.25,-0.57,3628.9,3.63
36,Entrada en corto,2013-10-03 09:15,Short,1308.89,66.3,86779.407,-497.25,-0.57,486.64,0.56,-497.25,-0.57,3628.9,3.63
37,Salida en corto,2013-10-04 13:15,Exit,1319.73,74.8,98204.172,-511.63,-0.52,364.28,0.37,-511.63,-0.52,3117.26,3.12
37,Entrada en corto,2013-10-04 13:00,Short,1312.89,74.8,98204.172,-511.63,-0.52,364.28,0.37,-511.63,-0.52,3117.26,3.12
38,Salida en corto,2013-10-11 13:30,Exit,1265.66,41,53388.15,1496.09,2.80,1496.09,2.80,-391.14,-0.73,4613.35,4.61
38,Entrada en corto,2013-10-10 01:30,Short,1302.15,41,53388.15,1496.09,2.80,1496.09,2.80,-391.14,-0.73,4613.35,4.61
39,Salida en corto,2013-10-15 14:15,Exit,1268.82,70.5,89448.99,-2.82,0.00,1207.67,1.35,-278.48,-0.31,4610.53,4.61
39,Entrada en corto,2013-10-15 07:15,Short,1268.78,70.5,89448.99,-2.82,0.00,1207.67,1.35,-278.48,-0.31,4610.53,4.61
40,Salida en corto,2013-10-17 01:15,Exit,1284.73,52.1,66431.147,-503.29,-0.76,301.66,0.45,-503.29,-0.76,4107.25,4.11
40,Entrada en corto,2013-10-16 14:45,Short,1275.07,52.1,66431.147,-503.29,-0.76,301.66,0.45,-503.29,-0.76,4107.25,4.11
41,Salida en corto,2013-10-17 08:45,Exit,1287.13,58.7,75053.82,-500.71,-0.67,238.91,0.32,-500.71,-0.67,3606.54,3.61
41,Entrada en corto,2013-10-17 06:15,Short,1278.6,58.7,75053.82,-500.71,-0.67,238.91,0.32,-500.71,-0.67,3606.54,3.61
42,Salida en largo,2013-10-22 09:30,Exit,1311.64,69.5,91660.075,-501.09,-0.55,360.01,0.39,-501.09,-0.55,3105.44,3.11
42,Entrada en largo,2013-10-21 00:30,Long,1318.85,69.5,91660.075,-501.09,-0.55,360.01,0.39,-501.09,-0.55,3105.44,3.11
43,Salida en largo,2013-10-29 08:30,Exit,1347.98,69.3,93911.202,-496.19,-0.53,460.15,0.49,-496.19,-0.53,2609.25,2.61
43,Entrada en largo,2013-10-28 15:15,Long,1355.14,69.3,93911.202,-496.19,-0.53,460.15,0.49,-496.19,-0.53,2609.25,2.61
44,Salida en corto,2013-11-06 09:30,Exit,1315.86,75.4,99212.074,-3.77,0.00,748.72,0.75,-290.29,-0.29,2605.48,2.61
44,Entrada en corto,2013-11-04 19:15,Short,1315.81,75.4,99212.074,-3.77,0.00,748.72,0.75,-290.29,-0.29,2605.48,2.61
45,Salida en corto,2013-11-12 04:00,Exit,1277.74,56.7,73948.707,1500.85,2.03,1500.85,2.03,0,0.00,4106.33,4.11
45,Entrada en corto,2013-11-08 14:30,Short,1304.21,56.7,73948.707,1500.85,2.03,1500.85,2.03,0,0.00,4106.33,4.11
46,Salida en corto,2013-11-14 00:30,Exit,1285.28,49.2,62733.936,-501.84,-0.80,675.02,1.08,-501.84,-0.80,3604.49,3.60
46,Entrada en corto,2013-11-12 17:15,Short,1275.08,49.2,62733.936,-501.84,-0.80,675.02,1.08,-501.84,-0.80,3604.49,3.60
47,Salida en corto,2013-12-19 14:45,Exit,1198.52,41.7,51473.229,1494.95,2.90,1494.95,2.90,-421.59,-0.82,5099.44,5.10
47,Entrada en corto,2013-12-17 14:00,Short,1234.37,41.7,51473.229,1494.95,2.90,1494.95,2.90,-421.59,-0.82,5099.44,5.10
48,Salida en corto,2013-12-26 08:15,Exit,1206.14,64.4,77173.74,-501.68,-0.65,371.59,0.48,-501.68,-0.65,4597.76,4.60
48,Entrada en corto,2013-12-23 11:00,Short,1198.35,64.4,77173.74,-501.68,-0.65,371.59,0.48,-501.68,-0.65,4597.76,4.60
49,Salida en corto,2013-12-31 14:45,Exit,1191.04,80.1,96900.174,1497.87,1.55,1497.87,1.55,-105.73,-0.11,6095.63,6.10
49,Entrada en corto,2013-12-30 02:30,Short,1209.74,80.1,96900.174,1497.87,1.55,1497.87,1.55,-105.73,-0.11,6095.63,6.10
50,Salida en largo,2014-01-06 16:00,Exit,1222.02,49.6,61114.64,-502.45,-0.82,803.52,1.31,-502.45,-0.82,5593.18,5.59
50,Entrada en largo,2014-01-03 01:45,Long,1232.15,49.6,61114.64,-502.45,-0.82,803.52,1.31,-502.45,-0.82,5593.18,5.59
51,Salida en largo,2014-01-21 13:15,Exit,1244.34,75.5,93949.935,-2.26,0.00,1289.54,1.37,-89.84,-0.10,5590.92,5.59
51,Entrada en largo,2014-01-17 14:15,Long,1244.37,75.5,93949.935,-2.26,0.00,1289.54,1.37,-89.84,-0.10,5590.92,5.59
52,Salida en largo,2014-01-24 17:30,Exit,1262.75,83.6,105577.604,-11.7,-0.01,805.9,0.76,-56.85,-0.05,5579.22,5.58
52,Entrada en largo,2014-01-24 12:15,Long,1262.89,83.6,105577.604,-11.7,-0.01,805.9,0.76,-56.85,-0.05,5579.22,5.58
53,Salida en corto,2014-02-05 14:00,Exit,1260.86,65.8,82463.192,-501.4,-0.61,405.33,0.49,-501.4,-0.61,5077.82,5.08
53,Entrada en corto,2014-02-04 11:30,Short,1253.24,65.8,82463.192,-501.4,-0.61,405.33,0.49,-501.4,-0.61,5077.82,5.08
54,Salida en largo,2014-02-25 18:45,Exit,1342.99,62.8,82836.34,1503.43,1.81,1503.43,1.81,-193.42,-0.23,6581.25,6.58
54,Entrada en largo,2014-02-20 20:45,Long,1319.05,62.8,82836.34,1503.43,1.81,1503.43,1.81,-193.42,-0.23,6581.25,6.58
55,Salida en corto,2014-02-28 14:00,Exit,1332.64,72.4,95958.236,-524.9,-0.55,21.72,0.02,-524.9,-0.55,6056.35,6.06
55,Entrada en corto,2014-02-28 10:30,Short,1325.39,72.4,95958.236,-524.9,-0.55,21.72,0.02,-524.9,-0.55,6056.35,6.06
56,Salida en corto,2014-03-03 00:00,Exit,1332.83,57.2,75735.088,-502.79,-0.66,246.53,0.33,-502.79,-0.66,5553.56,5.55
56,Entrada en corto,2014-02-28 16:30,Short,1324.04,57.2,75735.088,-502.79,-0.66,246.53,0.33,-502.79,-0.66,5553.56,5.55
57,Salida en corto,2014-03-21 04:15,Exit,1334.62,76.6,101724.8,-507.09,-0.50,574.5,0.56,-507.09,-0.50,5046.47,5.05
57,Entrada en corto,2014-03-20 10:30,Short,1328,76.6,101724.8,-507.09,-0.50,574.5,0.56,-507.09,-0.50,5046.47,5.05
58,Salida en corto,2014-04-02 13:45,Exit,1287.98,76.4,97916.532,-485.14,-0.50,302.54,0.31,-485.14,-0.50,4561.33,4.56
58,Entrada en corto,2014-04-01 16:15,Short,1281.63,76.4,97916.532,-485.14,-0.50,302.54,0.31,-485.14,-0.50,4561.33,4.56
59,Salida en largo,2014-04-15 08:15,Exit,1317.02,57,75575.73,-505.59,-0.67,297.54,0.39,-505.59,-0.67,4055.74,4.06
59,Entrada en largo,2014-04-14 00:15,Long,1325.89,57,75575.73,-505.59,-0.67,297.54,0.39,-505.59,-0.67,4055.74,4.06
60,Salida en corto,2014-04-22 17:30,Exit,1278.37,77.6,100703.072,1501.56,1.49,1501.56,1.49,-293.33,-0.29,5557.3,5.56
60,Entrada en corto,2014-04-17 18:45,Short,1297.72,77.6,100703.072,1501.56,1.49,1501.56,1.49,-293.33,-0.29,5557.3,5.56
61,Salida en corto,2014-04-24 15:30,Exit,1281.72,68.5,87796.45,-1.37,0.00,903.52,1.03,-374.69,-0.43,5555.93,5.56
61,Entrada en corto,2014-04-23 16:45,Short,1281.7,68.5,87796.45,-1.37,0.00,903.52,1.03,-374.69,-0.43,5555.93,5.56
62,Salida en corto,2014-05-12 03:15,Exit,1288.09,79.6,102526.392,-5.57,-0.01,819.88,0.80,-138.5,-0.14,5550.36,5.55
62,Entrada en corto,2014-05-09 17:15,Short,1288.02,79.6,102526.392,-5.57,-0.01,819.88,0.80,-138.5,-0.14,5550.36,5.55
63,Salida en corto,2014-06-05 14:45,Exit,1250.77,64.1,79675.659,-498.7,-0.63,153.2,0.19,-498.7,-0.63,5051.66,5.05
63,Entrada en corto,2014-06-02 19:45,Short,1242.99,64.1,79675.659,-498.7,-0.63,153.2,0.19,-498.7,-0.63,5051.66,5.05
64,Salida en largo,2014-07-03 13:00,Exit,1316.78,77.5,102042.7,7.75,0.01,1253.95,1.23,-34.87,-0.03,5059.41,5.06
64,Entrada en largo,2014-06-30 16:45,Long,1316.68,77.5,102042.7,7.75,0.01,1253.95,1.23,-34.87,-0.03,5059.41,5.06
65,Salida en largo,2014-07-14 08:15,Exit,1327.12,46.2,61804.974,-492.03,-0.80,336.8,0.54,-492.03,-0.80,4567.38,4.57
65,Entrada en largo,2014-07-10 11:15,Long,1337.77,46.2,61804.974,-492.03,-0.80,336.8,0.54,-492.03,-0.80,4567.38,4.57
66,Salida en corto,2014-09-12 04:00,Exit,1234.45,46.7,59146.484,1497.67,2.53,1497.67,2.53,-332.5,-0.56,6065.05,6.07
66,Entrada en corto,2014-09-04 19:00,Short,1266.52,46.7,59146.484,1497.67,2.53,1497.67,2.53,-332.5,-0.56,6065.05,6.07
67,Salida en corto,2014-09-16 10:30,Exit,1239.12,84,103603.08,-483,-0.47,653.52,0.63,-483,-0.47,5582.05,5.58
67,Entrada en corto,2014-09-12 15:30,Short,1233.37,84,103603.08,-483,-0.47,653.52,0.63,-483,-0.47,5582.05,5.58
68,Salida en corto,2014-09-22 03:15,Exit,1212.68,68.6,84691.502,1501.65,1.77,1501.65,1.77,-325.85,-0.38,7083.7,7.08
68,Entrada en corto,2014-09-17 00:15,Short,1234.57,68.6,84691.502,1501.65,1.77,1501.65,1.77,-325.85,-0.38,7083.7,7.08
69,Salida en corto,2014-09-30 15:00,Exit,1216.92,78,94915.86,-3.9,0.00,959.4,1.01,-195.78,-0.21,7079.8,7.08
69,Entrada en corto,2014-09-29 16:30,Short,1216.87,78,94915.86,-3.9,0.00,959.4,1.01,-195.78,-0.21,7079.8,7.08
70,Salida en largo,2014-10-15 02:45,Exit,1227.89,74.6,91602.086,-1.49,0.00,763.9,0.83,-208.13,-0.23,7078.31,7.08
70,Entrada en largo,2014-10-13 00:15,Long,1227.91,74.6,91602.086,-1.49,0.00,763.9,0.83,-208.13,-0.23,7078.31,7.08
71,Salida en corto,2014-10-31 06:30,Exit,1190.6,79.8,96507.726,1497.85,1.55,1497.85,1.55,0,0.00,8576.16,8.58
71,Entrada en corto,2014-10-30 06:45,Short,1209.37,79.8,96507.726,1497.85,1.55,1497.85,1.55,0,0.00,8576.16,8.58
72,Salida en corto,2014-11-07 14:30,Exit,1152.28,51.2,58497.536,-499.2,-0.85,548.86,0.94,-499.2,-0.85,8076.96,8.08
72,Entrada en corto,2014-11-05 22:00,Short,1142.53,51.2,58497.536,-499.2,-0.85,548.86,0.94,-499.2,-0.85,8076.96,8.08
73,Salida en largo,2014-11-13 08:45,Exit,1154.76,66.4,76669.424,6.64,0.01,1234.38,1.61,-135.46,-0.18,8083.6,8.08
73,Entrada en largo,2014-11-11 12:15,Long,1154.66,66.4,76669.424,6.64,0.01,1234.38,1.61,-135.46,-0.18,8083.6,8.08
74,Salida en largo,2014-11-19 16:30,Exit,1191.63,59.8,71762.392,-502.92,-0.70,130.96,0.18,-502.92,-0.70,7580.68,7.58
74,Entrada en largo,2014-11-19 09:15,Long,1200.04,59.8,71762.392,-502.92,-0.70,130.96,0.18,-502.92,-0.70,7580.68,7.58
75,Salida en largo,2014-11-21 10:00,Exit,1187.14,63,75290.67,-500.85,-0.67,274.05,0.36,-500.85,-0.67,7079.83,7.08
75,Entrada en largo,2014-11-20 21:15,Long,1195.09,63,75290.67,-500.85,-0.67,274.05,0.36,-500.85,-0.67,7079.83,7.08
76,Salida en largo,2014-11-25 14:30,Exit,1191.37,45.3,54466.908,-497.85,-0.91,87.43,0.16,-497.85,-0.91,6581.98,6.58
76,Entrada en largo,2014-11-24 00:15,Long,1202.36,45.3,54466.908,-497.85,-0.91,87.43,0.16,-497.85,-0.91,6581.98,6.58
77,Salida en largo,2014-12-02 09:00,Exit,1203.47,87.2,105388.176,-445.59,-0.42,178.76,0.17,-445.59,-0.42,6136.39,6.14
77,Entrada en largo,2014-12-02 07:15,Long,1208.58,87.2,105388.176,-445.59,-0.42,178.76,0.17,-445.59,-0.42,6136.39,6.14
78,Salida en largo,2014-12-05 13:00,Exit,1200.4,85.6,102747.392,6.85,0.01,1263.46,1.23,-187.46,-0.18,6143.24,6.14
78,Entrada en largo,2014-12-03 02:30,Long,1200.32,85.6,102747.392,6.85,0.01,1263.46,1.23,-187.46,-0.18,6143.24,6.14
79,Salida en largo,2014-12-09 14:15,Exit,1220.76,67.9,81393.767,1495.84,1.84,1495.84,1.84,-10.18,-0.01,7639.08,7.64
79,Entrada en largo,2014-12-08 20:00,Long,1198.73,67.9,81393.767,1495.84,1.84,1495.84,1.84,-10.18,-0.01,7639.08,7.64
80,Salida en corto,2014-12-18 11:00,Exit,1202.89,51.3,61208.082,-500.17,-0.82,487.35,0.80,-500.17,-0.82,7138.9,7.14
80,Entrada en corto,2014-12-17 16:15,Short,1193.14,51.3,61208.082,-500.17,-0.82,487.35,0.80,-500.17,-0.82,7138.9,7.14
81,Salida en corto,2014-12-26 07:15,Exit,1187.67,47.6,56533.568,0.48,0.00,807.3,1.43,-110.91,-0.20,7139.38,7.14
81,Entrada en corto,2014-12-22 16:45,Short,1187.68,47.6,56533.568,0.48,0.00,807.3,1.43,-110.91,-0.20,7139.38,7.14
82,Salida en largo,2015-01-15 12:15,Exit,1255.9,67,82646.51,1498.79,1.81,1498.79,1.81,-306.86,-0.37,8638.17,8.64
82,Entrada en largo,2015-01-15 10:45,Long,1233.53,67,82646.51,1498.79,1.81,1498.79,1.81,-306.86,-0.37,8638.17,8.64
83,Salida en largo,2015-01-16 17:30,Exit,1282.1,73.9,93249.976,1497.21,1.61,1497.21,1.61,-140.41,-0.15,10135.38,10.14
83,Entrada en largo,2015-01-16 13:30,Long,1261.84,73.9,93249.976,1497.21,1.61,1497.21,1.61,-140.41,-0.15,10135.38,10.14
84,Salida en largo,2015-01-26 08:45,Exit,1287.37,68,88036.2,-495.04,-0.56,308.04,0.35,-495.04,-0.56,9640.34,9.64
84,Entrada en largo,2015-01-23 21:45,Long,1294.65,68,88036.2,-495.04,-0.56,308.04,0.35,-495.04,-0.56,9640.34,9.64
85,Salida en largo,2015-01-28 20:15,Exit,1282.69,64.3,82478.896,-1.93,0.00,954.86,1.16,-340.15,-0.41,9638.41,9.64
85,Entrada en largo,2015-01-27 08:00,Long,1282.72,64.3,82478.896,-1.93,0.00,954.86,1.16,-340.15,-0.41,9638.41,9.64
86,Salida en largo,2015-02-03 13:45,Exit,1272.08,84.1,107477.277,-495.35,-0.46,653.46,0.61,-495.35,-0.46,9143.06,9.14
86,Entrada en largo,2015-02-03 07:15,Long,1277.97,84.1,107477.277,-495.35,-0.46,653.46,0.61,-495.35,-0.46,9143.06,9.14
87,Salida en corto,2015-02-04 11:15,Exit,1267.82,55.3,69607.216,-503.23,-0.72,111.71,0.16,-503.23,-0.72,8639.83,8.64
87,Entrada en corto,2015-02-04 02:00,Short,1258.72,55.3,69607.216,-503.23,-0.72,111.71,0.16,-503.23,-0.72,8639.83,8.64
88,Salida en corto,2015-02-26 09:30,Exit,1215.28,35.9,43130.26,-498.29,-1.16,389.87,0.90,-498.29,-1.16,8141.54,8.14
88,Entrada en corto,2015-02-20 19:45,Short,1201.4,35.9,43130.26,-498.29,-1.16,389.87,0.90,-498.29,-1.16,8141.54,8.14
89,Salida en corto,2015-03-02 02:15,Exit,1219.34,59.3,71799.847,-507.01,-0.71,0,0.00,-507.01,-0.71,7634.53,7.63
89,Entrada en corto,2015-02-27 22:00,Short,1210.79,59.3,71799.847,-507.01,-0.71,0,0.00,-507.01,-0.71,7634.53,7.63
90,Salida en corto,2015-03-06 18:00,Exit,1169.73,44.4,53426.076,1490.06,2.79,1490.06,2.79,-272.17,-0.51,9124.59,9.12
90,Entrada en corto,2015-03-03 17:00,Short,1203.29,44.4,53426.076,1490.06,2.79,1490.06,2.79,-272.17,-0.51,9124.59,9.12
91,Salida en corto,2015-03-17 14:45,Exit,1151.5,93.9,108111.765,-14.08,-0.01,800.03,0.74,-187.8,-0.17,9110.5,9.11
91,Entrada en corto,2015-03-17 13:30,Short,1151.35,93.9,108111.765,-14.08,-0.01,800.03,0.74,-187.8,-0.17,9110.5,9.11
92,Salida en largo,2015-03-26 09:00,Exit,1211.81,85.4,101976.14,1512.43,1.48,1512.43,1.48,-15.37,-0.02,10622.94,10.62
92,Entrada en largo,2015-03-25 12:15,Long,1194.1,85.4,101976.14,1512.43,1.48,1512.43,1.48,-15.37,-0.02,10622.94,10.62
93,Salida en largo,2015-04-06 21:15,Exit,1216.18,64.5,78940.905,-497.29,-0.63,3.23,0.00,-497.29,-0.63,10125.64,10.13
